,objectIsPart,objectPresence,objectcounts,objectnames,proportionClassIsPart,wordnet_found,wordnet_level1,wordnet_synset,wordnet_hypernym,wordnet_gloss,wordnet_synonyms,wordnet_frequency
893,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],492.0,['fan'],0.0,1,['fan'],"['fan. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['fan'], dtype='<U3')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a device for creating a current of air by movement of a surface or surfaces'],['fan'],4
894,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1317.0,['faucet'],1.0,1,"['faucet, spigot']","['faucet, spigot. regulator. control, controller. mechanism. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['faucet, spigot'], dtype='<U14')]
 [array(['regulator'], dtype='<U9')]
 [array(['control, controller'], dtype='<U19')]
 [array(['mechanism'], dtype='<U9')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a regulator for controlling the flow of a liquid from a reservoir'],"['faucet, spigot']",1
895,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['faucet drain lever'],1.0,0,[],[],[],[],[],0
896,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],245.0,"['faucet, spigot']",0.0,1,"['faucet, spigot']","['faucet, spigot. regulator. control, controller. mechanism. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['faucet, spigot'], dtype='<U14')]
 [array(['regulator'], dtype='<U9')]
 [array(['control, controller'], dtype='<U19')]
 [array(['mechanism'], dtype='<U9')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a regulator for controlling the flow of a liquid from a reservoir'],"['faucet, spigot']",1
897,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fax'],0.0,0,[],[],[],[],[],0
898,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7.0,['fax machine'],0.0,0,[],[],[],[],[],0
899,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['feather'],0.0,0,[],[],[],[],[],0
900,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['feeder'],0.0,0,[],[],[],[],[],0
901,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['feeding bottle'],0.0,0,[],[],[],[],[],0
902,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['feeding trough'],0.0,0,[],[],[],[],[],0
903,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],9.0,['fence'],1.0,1,"['fence, fencing']","['fence, fencing. barrier. obstruction, obstructor, obstructer, impediment, impedimenta. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['fence, fencing'], dtype='<U14')]
 [array(['barrier'], dtype='<U7')]
 [array(['obstruction, obstructor, obstructer, impediment, impedimenta'],
      dtype='<U60')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a barrier that serves to enclose an area'],"['fence, fencing']",32
904,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['fence post'],0.0,0,[],[],[],[],[],0
905,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fence rubble'],0.0,0,[],[],[],[],[],0
906,[0. 0. 0. ... 0. 0. 0.],[2. 0. 0. ... 0. 0. 0.],2278.0,"['fence, fencing']",0.0,1,"['fence, fencing']","['fence, fencing. barrier. obstruction, obstructor, obstructer, impediment, impedimenta. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['fence, fencing'], dtype='<U14')]
 [array(['barrier'], dtype='<U7')]
 [array(['obstruction, obstructor, obstructer, impediment, impedimenta'],
      dtype='<U60')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a barrier that serves to enclose an area'],"['fence, fencing']",32
907,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],10.0,['fences'],0.0,0,[],[],[],[],[],0
908,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],23.0,['fender'],1.0,0,[],[],[],[],[],0
909,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fenders'],1.0,0,[],[],[],[],[],0
910,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['fern'],0.0,0,[],[],[],[],[],0
911,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['ferris wheel'],0.0,0,[],[],[],[],[],0
912,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],776.0,['field'],0.0,1,['field'],"['field. tract, piece of land, piece of ground, parcel of land, parcel. geographical area, geographic area, geographical region, geographic region. region. location. object, physical object. physical entity. entity. ']","[[array(['field'], dtype='<U5')]
 [array(['tract, piece of land, piece of ground, parcel of land, parcel'],
      dtype='<U61')]
 [array(['geographical area, geographic area, geographical region, geographic region'],
      dtype='<U74')]
 [array(['region'], dtype='<U6')]
 [array(['location'], dtype='<U8')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a piece of land cleared of trees and usually enclosed; ""he planted a field of wheat""']",['field'],49
913,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['field desert'],0.0,1,['field'],"['field. tract, piece of land, piece of ground, parcel of land, parcel. geographical area, geographic area, geographical region, geographic region. region. location. object, physical object. physical entity. entity. ']","[[array(['field'], dtype='<U5')]
 [array(['tract, piece of land, piece of ground, parcel of land, parcel'],
      dtype='<U61')]
 [array(['geographical area, geographic area, geographical region, geographic region'],
      dtype='<U74')]
 [array(['region'], dtype='<U6')]
 [array(['location'], dtype='<U8')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a piece of land cleared of trees and usually enclosed; ""he planted a field of wheat""']",['field'],49
914,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['field flowers'],0.0,1,['field'],"['field. tract, piece of land, piece of ground, parcel of land, parcel. geographical area, geographic area, geographical region, geographic region. region. location. object, physical object. physical entity. entity. ']","[[array(['field'], dtype='<U5')]
 [array(['tract, piece of land, piece of ground, parcel of land, parcel'],
      dtype='<U61')]
 [array(['geographical area, geographic area, geographical region, geographic region'],
      dtype='<U74')]
 [array(['region'], dtype='<U6')]
 [array(['location'], dtype='<U8')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a piece of land cleared of trees and usually enclosed; ""he planted a field of wheat""']",['field'],49
915,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['field grass'],0.0,1,['field'],"['field. tract, piece of land, piece of ground, parcel of land, parcel. geographical area, geographic area, geographical region, geographic region. region. location. object, physical object. physical entity. entity. ']","[[array(['field'], dtype='<U5')]
 [array(['tract, piece of land, piece of ground, parcel of land, parcel'],
      dtype='<U61')]
 [array(['geographical area, geographic area, geographical region, geographic region'],
      dtype='<U74')]
 [array(['region'], dtype='<U6')]
 [array(['location'], dtype='<U8')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a piece of land cleared of trees and usually enclosed; ""he planted a field of wheat""']",['field'],49
916,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],27.0,['figure'],0.0,0,[],[],[],[],[],0
917,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],623.0,"['figurine, statuette']",0.0,1,"['figurine, statuette']","['figurine, statuette. figure. model, simulation. representation. creation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['figurine, statuette'], dtype='<U19')]
 [array(['figure'], dtype='<U6')]
 [array(['model, simulation'], dtype='<U17')]
 [array(['representation'], dtype='<U14')]
 [array(['creation'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a small carved or molded figure'],"['figurine, statuette']",1
918,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7.0,['file'],0.0,0,[],[],[],[],[],0
919,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],20.0,['file box'],0.0,0,[],[],[],[],[],0
920,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['file boxes'],0.0,0,[],[],[],[],[],0
921,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],30.0,['file cabinet'],0.0,0,[],[],[],[],[],0
922,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7.0,['file cabinets'],0.0,0,[],[],[],[],[],0
923,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['file organizer'],0.0,0,[],[],[],[],[],0
924,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],79.0,"['file, file cabinet, filing cabinet']",0.0,1,"['file, file cabinet, filing cabinet']","['file, file cabinet, filing cabinet. office furniture. furniture, piece of furniture, article of furniture. furnishing. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['file, file cabinet, filing cabinet'], dtype='<U34')]
 [array(['office furniture'], dtype='<U16')]
 [array(['furniture, piece of furniture, article of furniture'],
      dtype='<U51')]
 [array(['furnishing'], dtype='<U10')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['office furniture consisting of a container for keeping papers in order'],"['file, file cabinet, filing cabinet']",0
925,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],17.0,['files'],0.0,0,[],[],[],[],[],0
926,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['filing cabinets'],0.0,0,[],[],[],[],[],0
927,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],19.0,['filter'],1.0,0,[],[],[],[],[],0
928,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],39.0,['finger'],0.025641026,0,[],[],[],[],[],0
929,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['finial'],1.0,0,[],[],[],[],[],0
930,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],9.0,['fire'],0.0,0,[],[],[],[],[],0
931,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],14.0,['fire alarm'],0.0,0,[],[],[],[],[],0
932,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fire alarm box'],0.0,0,[],[],[],[],[],0
933,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fire bell'],1.0,0,[],[],[],[],[],0
934,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fire blanket'],0.0,0,[],[],[],[],[],0
935,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fire booth'],0.0,0,[],[],[],[],[],0
936,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],9.0,['fire engine'],0.0,0,[],[],[],[],[],0
937,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],75.0,['fire escape'],1.0,1,"['fire escape, emergency exit']","['fire escape, emergency exit. stairway, staircase. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['fire escape, emergency exit'], dtype='<U27')]
 [array(['stairway, staircase'], dtype='<U19')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a stairway (often on the outside of a building) that permits exit in the case of fire or other emergency'],"['fire escape, emergency exit']",0
938,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],67.0,"['fire extinguisher, extinguisher, asphyxiator']",0.0,1,"['fire extinguisher, extinguisher, asphyxiator']","['fire extinguisher, extinguisher, asphyxiator. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['fire extinguisher, extinguisher, asphyxiator'], dtype='<U44')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a manually operated device for extinguishing small fires'],"['fire extinguisher, extinguisher, asphyxiator']",0
939,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fire hose'],0.0,0,[],[],[],[],[],0
940,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fire utensils'],0.0,0,[],[],[],[],[],0
941,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['fireplace utensils'],0.0,0,[],[],[],[],[],0
942,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],508.0,"['fireplace, hearth, open fireplace']",0.0,1,"['fireplace, hearth, open fireplace']","['fireplace, hearth, open fireplace. recess, niche. enclosure. area. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['fireplace, hearth, open fireplace'], dtype='<U33')]
 [array(['recess, niche'], dtype='<U13')]
 [array(['enclosure'], dtype='<U9')]
 [array(['area'], dtype='<U4')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['an open recess in a wall at the base of a chimney where a fire can be built; ""the fireplace was so large you could walk inside it""; ""he laid a fire in the hearth and lit it""; ""the hearth was black with the charcoal of many fires""']","['fireplace, hearth, open fireplace']",5
943,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],165.0,"['fireplug, fire hydrant, plug']",0.0,1,"['fireplug, fire hydrant, plug']","['fireplug, fire hydrant, plug. hydrant. discharge pipe. pipe, pipage, piping. tube, tubing. conduit. passage. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['fireplug, fire hydrant, plug'], dtype='<U28')]
 [array(['hydrant'], dtype='<U7')]
 [array(['discharge pipe'], dtype='<U14')]
 [array(['pipe, pipage, piping'], dtype='<U20')]
 [array(['tube, tubing'], dtype='<U12')]
 [array(['conduit'], dtype='<U7')]
 [array(['passage'], dtype='<U7')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['an upright hydrant for drawing water to use in fighting a fire'],"['fireplug, fire hydrant, plug']",0
944,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],11.0,['firewood'],0.0,0,[],[],[],[],[],0
945,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['fireworks'],0.0,0,[],[],[],[],[],0
946,[0. 0. 0. ... 0. 0. 0.],[4. 0. 0. ... 0. 0. 0.],10.0,['first floor'],0.0,0,[],[],[],[],[],0
947,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],236.0,['fish'],0.0,1,['fish'],"['fish. aquatic vertebrate. vertebrate, craniate. chordate. animal, animate being, beast, brute, creature, fauna. organism, being. living thing, animate thing. whole, unit. object, physical object. physical entity. entity. ']","[[array(['fish'], dtype='<U4')]
 [array(['aquatic vertebrate'], dtype='<U18')]
 [array(['vertebrate, craniate'], dtype='<U20')]
 [array(['chordate'], dtype='<U8')]
 [array(['animal, animate being, beast, brute, creature, fauna'],
      dtype='<U52')]
 [array(['organism, being'], dtype='<U15')]
 [array(['living thing, animate thing'], dtype='<U27')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['any of various mostly cold-blooded aquatic vertebrates usually having scales and breathing through gills; ""the shark is a large fish""; ""in the living room there was a tank of colorful fish""']",['fish'],12
948,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['fish farm water'],0.0,0,[],[],[],[],[],0
949,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fish structure'],0.0,0,[],[],[],[],[],0
950,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['fish tank'],0.0,0,[],[],[],[],[],0
951,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['fishing pole'],0.0,0,[],[],[],[],[],0
952,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['fitting room'],0.0,0,[],[],[],[],[],0
953,[0. 0. 0. ... 0. 0. 0.],[1. 0. 0. ... 0. 0. 0.],909.0,['flag'],0.0,1,['flag'],"['flag. emblem. design, pattern, figure. decoration, ornament, ornamentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['flag'], dtype='<U4')]
 [array(['emblem'], dtype='<U6')]
 [array(['design, pattern, figure'], dtype='<U23')]
 [array(['decoration, ornament, ornamentation'], dtype='<U35')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['emblem usually consisting of a rectangular piece of cloth of distinctive design'],['flag'],31
954,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],11.0,['flag pole'],0.0,0,[],[],[],[],[],0
955,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],7.0,['flags'],0.0,0,[],[],[],[],[],0
956,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['flagstones'],0.0,0,[],[],[],[],[],0
957,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['flame'],0.0,0,[],[],[],[],[],0
958,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['flashlight'],0.0,0,[],[],[],[],[],0
959,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],12.0,['flask'],0.0,0,[],[],[],[],[],0
960,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['flavorings'],0.0,0,[],[],[],[],[],0
961,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['flight deck'],0.0,0,[],[],[],[],[],0
962,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],15.0,['flip flop'],0.0,0,[],[],[],[],[],0
963,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['flip flops'],0.0,0,[],[],[],[],[],0
964,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],24.0,['float'],0.0,0,[],[],[],[],[],0
965,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['floatation device'],1.0,0,[],[],[],[],[],0
966,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['floating bridge'],0.0,0,[],[],[],[],[],0
967,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],0.0,['floating dock'],0.0,1,"['pier, wharf, wharfage, dock']","['pier, wharf, wharfage, dock. platform. horizontal surface, level. surface. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['pier, wharf, wharfage, dock'], dtype='<U27')]
 [array(['platform'], dtype='<U8')]
 [array(['horizontal surface, level'], dtype='<U25')]
 [array(['surface'], dtype='<U7')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a platform built out from the shore into the water and supported by piles; provides access to ships and boats'],"['pier, wharf, wharfage, dock']",0
